0,459,12
1,458,13
2,457,14
3,456,15
4,455,16
5,454,17
6,453,18
7,452,19
8,451,20
9,450,21
10,449,22
11,448,23
12,447,24
13,446,25
14,445,26
15,444,27
16,443,28
17,442,29
18,441,30
19,440,31
20,439,32
21,438,33
22,437,34
23,436,35
24,435,36
25,434,37
26,433,38
27,432,39
28,431,40
29,430,41
30,429,42
31,428,43
32,427,44
33,426,45
34,425,46
35,424,47
36,423,48
37,422,49
38,421,50
39,420,51
40,419,52
41,418,53
42,417,54
43,416,55
44,415,56
45,414,57
46,413,58
47,412,59
48,411,60
49,410,61
50,409,62
51,408,63
52,407,64
53,406,65
54,405,66
55,404,67
56,403,68
57,402,69
58,401,70
59,400,71
60,399,72
61,398,73
62,397,74
63,396,75
64,395,76
65,394,77
66,393,78
67,392,79
68,391,80
69,390,81
70,389,82
71,388,83
72,387,84
73,386,85
74,385,86
75,384,87
76,383,88
77,382,89
78,381,90
79,380,91
80,379,92
81,378,93
82,377,94
83,376,95
84,375,96
85,374,97
86,373,98
87,372,99
88,371,100
89,370,101
90,369,102
91,368,103
92,367,104
93,366,105
94,365,106
95,364,107
96,363,108
97,362,109
98,361,110
99,360,111
100,359,112
101,358,113
102,357,114
103,356,115
104,355,116
105,354,117
106,353,118
107,352,119
108,351,120
109,350,121
110,349,122
111,348,123
112,347,124
113,346,125
114,345,126
115,344,127
116,343,128
117,342,129
118,341,130
119,340,131
120,339,132
121,338,133
122,337,134
123,336,135
124,335,136
125,334,137
126,333,138
127,332,139
128,331,140
129,330,141
130,329,142
131,329,143
132,329,144
133,329,145
134,329,146
135,329,147
136,329,148
137,329,149
138,329,150
139,329,151
140,329,152
141,329,153
142,329,154
143,329,155
144,329,156
145,329,157
146,329,158
147,329,159
148,329,160
149,329,161
150,329,162
151,329,163
152,329,164
153,329,165
154,329,166
155,329,167
156,329,168
157,329,169
158,329,170
159,329,171
160,329,172
161,329,173
162,329,174
163,329,175
164,329,176
165,329,177
166,329,178
167,329,179
168,329,180
169,329,181
170,329,182
171,329,183
172,329,184
173,329,185
174,329,186
175,329,187
176,329,188
177,329,189
178,329,190
179,329,191
180,329,192
181,329,193
182,329,194
183,329,195
184,329,196
185,329,197
186,329,198
187,329,199
188,329,200
189,329,201
190,329,202
191,329,203
192,329,204
193,329,205
194,329,206
195,329,207
196,329,208
197,329,209
198,329,210
199,329,211
200,329,212
201,329,213
202,329,214
203,329,215
204,329,216
205,329,217
206,329,218
207,329,219
208,329,220
209,329,221
210,329,222
211,329,223
212,329,224
213,329,225
214,329,226
215,329,227
216,329,228
217,329,229
218,329,230
219,329,231
220,329,232
221,329,233
222,329,234
223,329,235
224,329,236
225,329,237
226,329,238
227,329,239
228,329,240
229,329,241
230,329,242
231,329,243
232,329,244
233,329,245
234,329,246
235,329,247
236,329,248
237,329,249
238,329,250
239,329,251
240,329,252
241,329,253
242,329,254
243,329,255
244,329,256
245,329,257
246,329,258
247,329,259
248,329,260
249,329,261
250,329,262
251,329,263
252,329,264
253,329,265
254,329,266
255,329,267
256,329,268
257,329,269
258,329,270
259,329,271
260,329,272
261,329,273
262,329,274
263,329,275
264,329,276
265,329,277
266,329,278
267,329,279
268,329,279
269,329,279
270,329,279
271,329,279
272,329,279
273,329,279
274,329,279
275,329,279
276,329,279
277,329,279
278,329,279
279,329,279
280,329,279
281,329,279
282,329,279
283,329,279
284,329,279
285,329,279
286,329,279
287,329,279
288,329,279
289,329,279
290,329,279
291,329,279
292,329,279
293,329,279
294,329,279
295,329,279
296,329,279
297,329,279
298,329,279
299,329,279
300,329,279
301,329,279
302,329,279
303,329,279
304,329,279
305,329,279
306,329,279
307,329,279
308,329,279
309,329,279
310,329,279
311,329,279
312,329,279
313,329,279
314,329,279
315,329,279
316,329,279
317,329,279
318,329,279
319,329,279
320,329,279
321,329,279
322,329,279
323,329,279
324,329,279
325,329,279
326,329,279
327,329,279
328,329,279
329,329,279
330,329,279
331,329,279
332,329,279
333,329,279
334,329,279
335,329,279
336,329,279
337,329,279
338,329,279
339,329,279
340,329,279
341,329,279
342,329,279
343,329,279
344,329,279
345,329,279
346,329,279
347,329,279
348,329,279
349,329,279
350,329,279
351,329,279
352,329,279
353,329,279
354,329,279
355,329,279
356,329,279
357,329,279
358,329,279
359,329,279
360,329,279
361,329,279
362,329,279
363,329,279
364,329,279
365,329,279
366,329,279
367,329,279
368,329,279
369,329,279
370,329,279
371,329,279
372,329,279
373,329,279
374,329,279
375,329,279
376,329,279
377,329,279
378,329,279
379,329,279
380,329,279
381,329,279
382,329,279
383,329,279
384,329,279
385,329,279
386,329,279
387,329,279
